0,0,0,0.294871795,-0.198717949,0.384615385,-0.371794872,0.352564103,-0.493589744,0.217948718,-0.557692308,0.33974359,-0.647435897,0.384615385,-0.871794872,0.346153846,-0.923076923,0.275641026,-0.884615385,0.166666667,-0.692307692,0.185897436,-0.929487179,0.185897436,-1,0.166666667,-0.980769231,-0.012820513,-0.673076923,-0.051282051,-0.884615385,-0.044871795,-0.929487179,-0.019230769,-0.903846154,-0.185897436,-0.596153846,-0.198717949,-0.737179487,-0.185897436,-0.730769231,-0.153846154,-0.679487179
0,0,0,0.296052632,-0.184210526,0.394736842,-0.361842105,0.355263158,-0.5,0.223684211,-0.578947368,0.348684211,-0.657894737,0.401315789,-0.881578947,0.361842105,-0.927631579,0.296052632,-0.875,0.164473684,-0.710526316,0.190789474,-0.953947368,0.190789474,-1,0.157894737,-0.967105263,-0.019736842,-0.697368421,-0.052631579,-0.907894737,-0.052631579,-0.921052632,-0.032894737,-0.868421053,-0.190789474,-0.618421053,-0.210526316,-0.75,-0.203947368,-0.730263158,-0.171052632,-0.664473684
0,0,0,0.319727891,-0.204081633,0.408163265,-0.394557823,0.319727891,-0.537414966,0.149659864,-0.612244898,0.346938776,-0.666666667,0.401360544,-0.897959184,0.346938776,-0.918367347,0.272108844,-0.843537415,0.149659864,-0.734693878,0.183673469,-0.979591837,0.170068027,-1,0.136054422,-0.931972789,-0.040816327,-0.714285714,-0.081632653,-0.904761905,-0.074829932,-0.891156463,-0.054421769,-0.836734694,-0.224489796,-0.619047619,-0.231292517,-0.727891156,-0.210884354,-0.693877551,-0.163265306,-0.62585034
0,0,0,0.32885906,-0.167785235,0.416107383,-0.32885906,0.395973154,-0.44966443,0.308724832,-0.530201342,0.348993289,-0.691275168,0.402684564,-0.89261745,0.362416107,-0.89261745,0.315436242,-0.812080537,0.147651007,-0.744966443,0.187919463,-1,0.181208054,-0.959731544,0.161073826,-0.865771812,-0.033557047,-0.718120805,-0.060402685,-0.912751678,-0.053691275,-0.838926174,-0.040268456,-0.771812081,-0.208053691,-0.624161074,-0.214765101,-0.744966443,-0.187919463,-0.684563758,-0.154362416,-0.610738255
0,0,0,0.298013245,-0.165562914,0.410596026,-0.357615894,0.317880795,-0.523178808,0.139072848,-0.556291391,0.324503311,-0.675496689,0.377483444,-0.900662252,0.331125828,-0.887417219,0.284768212,-0.794701987,0.125827815,-0.735099338,0.158940397,-1,0.145695364,-0.933774834,0.125827815,-0.82781457,-0.052980132,-0.715231788,-0.079470199,-0.927152318,-0.072847682,-0.834437086,-0.046357616,-0.735099338,-0.205298013,-0.622516556,-0.225165563,-0.754966887,-0.19205298,-0.675496689,-0.145695364,-0.582781457
0,0,0,0.304635762,-0.178807947,0.38410596,-0.357615894,0.337748344,-0.509933775,0.238410596,-0.589403974,0.331125828,-0.708609272,0.377483444,-0.894039735,0.331125828,-0.867549669,0.298013245,-0.781456954,0.105960265,-0.768211921,0.165562914,-1,0.158940397,-0.907284768,0.145695364,-0.801324503,-0.079470199,-0.741721854,-0.079470199,-0.920529801,-0.059602649,-0.814569536,-0.046357616,-0.715231788,-0.238410596,-0.649006623,-0.218543046,-0.754966887,-0.185430464,-0.668874172,-0.145695364,-0.582781457
0,0,0,0.280254777,-0.191082803,0.356687898,-0.369426752,0.286624204,-0.52866242,0.146496815,-0.598726115,0.318471338,-0.681528662,0.356687898,-0.885350318,0.312101911,-0.847133758,0.261146497,-0.72611465,0.127388535,-0.732484076,0.165605096,-1,0.146496815,-0.910828025,0.121019108,-0.802547771,-0.044585987,-0.713375796,-0.063694268,-0.923566879,-0.063694268,-0.828025478,-0.044585987,-0.719745223,-0.210191083,-0.624203822,-0.21656051,-0.74522293,-0.191082803,-0.675159236,-0.152866242,-0.585987261
0,0,0,0.283870968,-0.193548387,0.35483871,-0.361290323,0.329032258,-0.516129032,0.212903226,-0.593548387,0.316129032,-0.670967742,0.348387097,-0.896774194,0.290322581,-0.883870968,0.232258065,-0.8,0.116129032,-0.741935484,0.148387097,-1,0.116129032,-0.929032258,0.090322581,-0.825806452,-0.070967742,-0.729032258,-0.096774194,-0.941935484,-0.109677419,-0.838709677,-0.083870968,-0.735483871,-0.232258065,-0.632258065,-0.251612903,-0.741935484,-0.238709677,-0.664516129,-0.193548387,-0.574193548
0,0,0,0.283870968,-0.174193548,0.374193548,-0.361290323,0.329032258,-0.509677419,0.193548387,-0.567741935,0.303225806,-0.696774194,0.35483871,-0.896774194,0.316129032,-0.864516129,0.277419355,-0.767741935,0.096774194,-0.75483871,0.15483871,-1,0.141935484,-0.909677419,0.122580645,-0.8,-0.083870968,-0.735483871,-0.083870968,-0.929032258,-0.070967742,-0.832258065,-0.058064516,-0.729032258,-0.232258065,-0.638709677,-0.225806452,-0.748387097,-0.2,-0.677419355,-0.161290323,-0.593548387
0,0,0,0.296774194,-0.167741935,0.393548387,-0.335483871,0.374193548,-0.483870968,0.270967742,-0.561290323,0.329032258,-0.703225806,0.367741935,-0.883870968,0.329032258,-0.858064516,0.296774194,-0.767741935,0.116129032,-0.761290323,0.174193548,-1,0.161290323,-0.916129032,0.141935484,-0.819354839,-0.064516129,-0.735483871,-0.077419355,-0.929032258,-0.064516129,-0.825806452,-0.04516129,-0.735483871,-0.225806452,-0.64516129,-0.225806452,-0.75483871,-0.193548387,-0.670967742,-0.148387097,-0.593548387
0,0,0,0.272151899,-0.170886076,0.360759494,-0.360759494,0.303797468,-0.518987342,0.158227848,-0.575949367,0.310126582,-0.664556962,0.341772152,-0.892405063,0.297468354,-0.85443038,0.259493671,-0.740506329,0.120253165,-0.727848101,0.151898734,-1,0.113924051,-0.917721519,0.088607595,-0.810126582,-0.063291139,-0.708860759,-0.094936709,-0.917721519,-0.101265823,-0.810126582,-0.075949367,-0.708860759,-0.215189873,-0.613924051,-0.240506329,-0.740506329,-0.221518987,-0.658227848,-0.17721519,-0.556962025
0,0,0,0.298701299,-0.194805195,0.376623377,-0.350649351,0.337662338,-0.5,0.214285714,-0.577922078,0.337662338,-0.681818182,0.376623377,-0.88961039,0.337662338,-0.88961039,0.272727273,-0.792207792,0.12987013,-0.746753247,0.168831169,-1,0.155844156,-0.935064935,0.12987013,-0.818181818,-0.051948052,-0.727272727,-0.071428571,-0.928571429,-0.064935065,-0.837662338,-0.051948052,-0.74025974,-0.220779221,-0.649350649,-0.207792208,-0.74025974,-0.188311688,-0.668831169,-0.149350649,-0.584415584
0,0,0,0.298701299,-0.155844156,0.409090909,-0.311688312,0.38961039,-0.454545455,0.272727273,-0.532467532,0.344155844,-0.642857143,0.396103896,-0.88961039,0.324675325,-0.902597403,0.253246753,-0.818181818,0.155844156,-0.714285714,0.207792208,-1,0.162337662,-0.948051948,0.123376623,-0.831168831,-0.032467532,-0.707792208,-0.045454545,-0.954545455,-0.064935065,-0.876623377,-0.045454545,-0.772727273,-0.207792208,-0.623376623,-0.220779221,-0.75974026,-0.207792208,-0.701298701,-0.168831169,-0.616883117
0,0,0,0.286666667,-0.153333333,0.446666667,-0.313333333,0.433333333,-0.44,0.306666667,-0.493333333,0.333333333,-0.66,0.4,-0.88,0.386666667,-0.913333333,0.34,-0.84,0.16,-0.706666667,0.206666667,-0.993333333,0.22,-1,0.206666667,-0.893333333,-0.033333333,-0.7,-0.046666667,-0.966666667,-0.006666667,-0.92,0.026666667,-0.786666667,-0.22,-0.62,-0.22,-0.793333333,-0.18,-0.766666667,-0.14,-0.673333333
0,0,0,0.267515924,-0.140127389,0.426751592,-0.324840764,0.356687898,-0.433121019,0.203821656,-0.445859873,0.27388535,-0.681528662,0.331210191,-0.923566879,0.382165605,-0.904458599,0.401273885,-0.76433121,0.101910828,-0.700636943,0.165605096,-1,0.21656051,-0.929936306,0.210191083,-0.757961783,-0.070063694,-0.675159236,-0.063694268,-0.942675159,-0.006369427,-0.878980892,0.006369427,-0.719745223,-0.242038217,-0.598726115,-0.248407643,-0.76433121,-0.191082803,-0.74522293,-0.146496815,-0.656050955
0,0,0,0.3,-0.1375,0.4875,-0.31875,0.45,-0.45,0.3,-0.46875,0.29375,-0.6875,0.36875,-0.90625,0.475,-0.9375,0.58125,-0.86875,0.1375,-0.7,0.19375,-1,0.29375,-0.95,0.34375,-0.8,-0.025,-0.675,-0.0125,-0.95625,0.075,-0.88125,0.1125,-0.725,-0.2,-0.60625,-0.16875,-0.7875,-0.09375,-0.73125,-0.05,-0.6125
0,0,0,0.288343558,-0.134969325,0.472392638,-0.349693252,0.380368098,-0.515337423,0.202453988,-0.570552147,0.312883436,-0.662576687,0.386503067,-0.852760736,0.521472393,-0.889570552,0.63803681,-0.865030675,0.147239264,-0.687116564,0.220858896,-1,0.294478528,-0.883435583,0.325153374,-0.73006135,-0.012269939,-0.662576687,0.006134969,-0.944785276,0.09202454,-0.809815951,0.116564417,-0.650306748,-0.190184049,-0.582822086,-0.134969325,-0.773006135,-0.049079755,-0.680981595,-0.018404908,-0.558282209
0,0,0,0.325,-0.18125,0.49375,-0.4,0.36875,-0.6125,0.18125,-0.675,0.33125,-0.69375,0.41875,-0.8625,0.53125,-0.9,0.6375,-0.8625,0.1625,-0.71875,0.21875,-1,0.3,-0.9875,0.35625,-0.86875,0,-0.7,0.025,-0.95,0.09375,-0.88125,0.13125,-0.70625,-0.175,-0.63125,-0.125,-0.80625,-0.05,-0.75,0,-0.61875
0,0,0,0.29375,-0.18125,0.45625,-0.4,0.375,-0.5875,0.2,-0.6375,0.3125,-0.70625,0.375,-0.90625,0.4125,-0.91875,0.425,-0.83125,0.14375,-0.7375,0.19375,-0.99375,0.24375,-1,0.2625,-0.9125,-0.03125,-0.71875,-0.00625,-0.9625,0.05625,-0.925,0.09375,-0.78125,-0.2125,-0.6375,-0.16875,-0.79375,-0.0875,-0.775,-0.025,-0.6875
0,0,0,0.317880795,-0.178807947,0.483443709,-0.370860927,0.437086093,-0.523178808,0.278145695,-0.602649007,0.350993377,-0.715231788,0.42384106,-0.913907285,0.450331126,-0.933774834,0.456953642,-0.854304636,0.17218543,-0.741721854,0.231788079,-1,0.291390728,-0.993377483,0.304635762,-0.913907285,-0.026490066,-0.721854305,0.013245033,-0.98013245,0.072847682,-0.927152318,0.092715232,-0.78807947,-0.218543046,-0.655629139,-0.158940397,-0.80794702,-0.092715232,-0.768211921,-0.052980132,-0.682119205
